POWER_3,POWER_4,POWER_5,POWER_6,POWER_7,ACTUAL_PRICE,DATE
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
1699.1,1699.1,1699.1,1699.1,1699.1,1699.1,
672.9294584443059,660.1652669194648,659.9384976710817,668.1943186361127,679.3252623855522,593.65,2000-03-29
622.3436682114001,582.6757038627125,588.320143160165,617.6298127858256,646.8141837454482,611.95,2000-03-30
596.3257252557033,544.9931837075358,552.8953251165146,593.1740062328934,631.4152955893844,633.15,2000-03-31
609.7810581848377,573.6149578971283,577.913790025625,606.8113530367807,635.9535174283968,586.4,2000-04-03
627.656524314406,610.0626447593347,609.5727957653233,624.2887469301124,642.1762448568827,539.5,2000-04-04
581.2046498095608,555.2795913264285,552.0170787852257,580.6584603528784,613.838602084817,566.05,2000-04-05
526.5045398800347,484.5860521916145,484.4005122511885,533.816602356305,585.9821833205039,537.45,2000-04-06
560.1526357354463,541.2230423267088,532.5068400751967,559.7559984552597,597.2948263304635,580.45,2000-04-07
528.7418290383932,505.8986518898771,493.0226668138423,531.0042731088871,582.5481478172098,626.9,2000-04-10
576.7979974164296,565.4134913674964,553.6989084723049,570.8657396969418,602.6002671702996,593.4,2000-04-11
627.2351391326782,626.5228423906715,621.4492729248415,621.1007923152672,629.6672977503567,605.55,2000-04-12
595.9743783207322,587.0424557579222,578.7658306766608,586.636319980089,609.2485613162135,578.65,2000-04-13
603.7669354285994,598.9122544222892,592.2637135115525,595.6124737816847,611.9889603479236,532.4,2000-04-17
581.6449037040366,571.3743403067923,563.365777666434,569.7517204242286,595.8146071467331,544.55,2000-04-18
536.6430481857003,513.5275964737882,504.73847863712075,519.6131333573884,566.8657207070538,501.0,2000-04-19
554.7319293035262,535.0380672227177,531.1326976807882,538.7561784164346,573.7281973322305,493.95,2000-04-20
523.0791589961328,484.2879923822328,489.1564572798959,506.79983924561077,555.5608982010697,472.95,2000-04-24
512.5051570937972,473.3817322602804,481.0829380741904,500.6529730319895,549.9904153686915,436.3,2000-04-25
490.12405445170845,452.29193489535237,460.7865703936657,481.71732985983255,535.8332179963777,430.45,2000-04-26
456.97413977901425,401.63711486285865,424.69663765587956,457.4400815820451,522.579589881604,397.15,2000-04-27
445.03748108403306,397.02932635869956,418.4133992951183,450.454405813915,514.9891313599428,369.2,2000-04-28
412.17066820692787,345.27730731044767,384.1122725340102,431.55728822765144,510.5663127214326,324.9,2000-05-02
392.25914519904234,326.9630916300016,363.4754319277116,413.56151118403403,498.67242405416323,360.0,2000-05-03
358.95689377824834,263.06417936183357,328.2738992018898,391.2911466739177,484.1887856519933,403.2,2000-05-04
390.466640300505,332.740080291147,366.36199337647156,409.6961506689754,486.33964646860454,451.6,2000-05-05
424.91027823503487,399.698762326238,407.41222573823825,432.83819620733743,492.5688882430697,461.1,2000-05-08
463.5240799447309,464.7641323313096,453.334184347688,462.2709431332704,503.23826964187487,449.15,2000-05-09
469.9128382104597,475.34498606340276,461.7232619706578,467.29888888463466,502.647776890999,431.5,2000-05-10
457.79182695868946,458.3948028702762,448.02420670617397,455.93291524782524,493.6089813810221,398.4,2000-05-11
439.59798503258315,432.84299463485263,427.77910063927027,439.70053403229645,481.7254671114986,357.05,2000-05-12
409.97869529700046,385.8705387764394,393.7584428654699,415.40748799609696,467.48922272179595,354.2,2000-05-15
375.33208991087093,320.34569763819627,353.6738824836325,390.20524554893046,453.8894682572486,385.85,2000-05-16
374.3067986839576,308.818590553426,349.9694827173311,390.91257683330446,456.9577853940348,400.6,2000-05-17
404.2207218126536,364.7563488373146,382.2475349986029,413.01334506524086,473.57204376251553,409.4,2000-05-18
418.71425702524476,396.19994993238697,399.005560697651,419.82114791019876,470.8283136670722,454.15,2000-05-19
424.2665715282934,412.27221945111,407.98018831954585,421.8260150276062,462.2096387807194,442.05,2000-05-22
463.45310037436536,489.5241479570418,460.0130089549898,454.68133360857644,476.8085178031696,430.25,2000-05-23
452.56056120649583,470.458208427654,446.4090250592295,444.8700574205254,469.2505170758071,442.15,2000-05-24
440.29305258216567,447.8902376564581,432.13232331328646,435.7181393062797,463.76022131546296,436.65,2000-05-25
450.6383936571831,466.81283845313146,445.2939352727931,443.43017571388714,464.10565880287294,416.75,2000-05-26
444.64243876085254,456.24501231731915,439.253639823407,439.8776239715683,461.9705786744149,427.25,2000-05-29
421.666456137443,422.403058486042,413.4031793078361,418.0962159137772,432.9662192469334,437.3,2000-05-30
432.54939471020214,436.3643311292914,428.8692480157864,423.40582676755713,429.18158110614195,443.6,2000-05-31
444.15671557068185,450.5884949165037,444.9327605427767,434.1884847227186,435.7977748027349,436.15,2000-06-01
457.7530261908979,445.86155654850165,451.95290555475026,444.9788559215642,435.5892968077852,450.8,2000-06-02
457.1880329870937,425.3740940305411,432.0179998371828,432.7232765367736,431.06845719854823,467.7,2000-06-05
448.71743229765747,445.089690695826,444.91034410977704,444.71550823971046,444.1123047029017,482.7,2000-06-06
461.9247286686097,461.61359069044283,467.0074139469034,467.0403931916003,466.35792387221375,509.45,2000-06-07
478.67086841361214,478.23394583171813,486.1138165382017,486.58147030268583,486.0697404590695,569.25,2000-06-08
504.09003959230927,502.61457033238435,510.68158542904894,511.9627467893779,512.3089905861096,527.45,2000-06-09
562.6305366941999,560.7838312348141,558.938992901567,560.3451968912873,561.7913451546469,489.0,2000-06-12
519.6443196191289,519.0415355090317,525.4478435395758,527.8181129029108,529.8752645381608,491.7,2000-06-13
484.08977198149915,484.4618616449467,492.9880646635029,493.79927200664224,494.14511109061186,503.1,2000-06-14
487.01029301607315,487.88850722321945,495.2906021526305,495.9029416432368,496.3369989392447,501.9,2000-06-15
498.45428502234074,500.11191605015006,505.0302704332771,505.66785978164626,506.1917916578875,506.4,2000-06-16
498.4793553767802,505.9504498266733,505.63380610061495,505.84112526551735,506.20796487537336,543.7,2000-06-19
505.01292885824734,512.9520799399843,512.7605264479164,512.8916045201809,513.4554241509661,605.95,2000-06-20
541.2982312639867,547.4808819599784,548.8391684202935,548.6883337398823,548.763391414756,574.15,2000-06-21
592.6390630773731,588.994899785449,588.0066233265775,587.7674337404618,587.8314557196384,563.25,2000-06-22
572.6524937177037,571.4446636853495,571.0140554367581,571.0676463845383,571.0844656736023,558.45,2000-06-23
564.2278308969239,563.1656659126124,563.2928415394449,563.2207126002744,563.0741228896467,550.1,2000-06-26
558.1239309290336,556.6207140865904,556.9392394762399,556.9150006662331,556.7855821804214,528.7,2000-06-27
550.9359481546223,549.8909011558512,551.0637975855607,551.3261734875234,551.5033894282335,537.8,2000-06-28
532.5313367797562,532.555527600558,534.9501517092212,535.407043012211,535.5723381075286,537.95,2000-06-29
541.6040827945733,541.2063110228087,542.6157236513827,542.6741498412639,542.7897184441199,540.05,2000-06-30
541.7577586258894,541.3575451317711,542.4770749922973,542.8160979256769,542.9351988872965,566.95,2000-07-03
547.2279572134028,547.3564855035831,547.773549043297,548.0267528376987,548.1983430705429,625.8,2000-07-04
567.6760141407594,567.5642206668263,567.4308923042654,567.1826932835213,567.19343862764,596.4,2000-07-05
590.5553981068797,592.5688497456358,595.3902249104085,595.0677965799006,595.1986119896147,600.7,2000-07-06
584.9201094141638,584.5635522540119,583.5889675109825,583.3831053181734,583.3997954930737,608.55,2000-07-07
587.0930734815779,586.7620992360162,585.3771530895456,585.0583368950128,584.9904854772266,607.85,2000-07-10
592.1919826424844,592.7433705177996,592.1704614529708,592.1410717214922,592.1298342263572,593.6,2000-07-11
591.8114480914048,592.0741531924209,591.6132004477445,591.5661697522294,591.5192520244475,556.7,2000-07-12
585.2674450021773,584.7435054424022,583.7219241026478,583.5226472189188,583.5127471065448,561.5,2000-07-13
562.3167173644533,562.2740574312506,562.0891768883448,562.2462958155998,562.3962837382173,572.95,2000-07-14
